Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille;Flag_enfant
H;72;Veuf;Retraite;Profession intermediaire;Non;4;1;Oui;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;1
H;42;Marie;Exerce profession;Ouvrier qualifie;Non;2;3;Non;Non;Non;25,71;Non;0,0;Non;Non;Comme il faut;1
F;32;Divorce;Etudiant;Autre;Reprise de formation;2;1;Non;Non;Non;34,29;Non;0,0;Oui;Non;Pas assez;1
H;33;Marie;Exerce profession;Cadre;Non;2;2;Oui;Oui;Oui;60,0;Non;0,0;Oui;Non;Comme il faut;1
H;73;Veuf;Retraite;Employe de bureau;Non;2;1;Oui;Non;Non;180,0;Non;180,0;Non;Non;Pas assez;1
F;37;Marie;Autre inactif;Employe de bureau;Non;9;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;34;Marie;Exerce profession;Employe de bureau;Non;3;1;Oui;Non;Oui;0,0;Non;0,0;Non;Oui;Comme il faut;1
H;51;Marie;Exerce profession;Profession intermediaire;Non;1;2;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Pas assez;1
F;51;Divorce;Exerce profession;Employe de bureau;Non;3;2;Non;Non;Non;120,0;Non;0,0;Non;Oui;Comme il faut;1
H;41;Marie;Exerce profession;Ouvrier qualifie;Non;3;3;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;49;Divorce;Exerce profession;Profession intermediaire;Non;0;2;Non;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;64;Marie;Retraite;Ouvrier specialise;Non;8;3;Oui;Oui;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
H;29;Celibataire;Exerce profession;Ouvrier specialise;Non;5;0;Non;Non;Non;51,43;Non;0,0;Non;Non;Comme il faut;0
F;71;Marie;Retraite;Employe de bureau;Non;10;3;Non;Oui;Non;120,0;Non;120,0;Non;Non;Pas assez;1
F;51;Divorce;Exerce profession;Ouvrier qualifie;Non;2;4;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;44;Divorce;Exerce profession;Cadre;Non;2;1;Oui;Oui;Oui;42,86;Non;0,0;Non;Non;Pas assez;1
F;56;Marie;Exerce profession;Employe de bureau;Non;2;1;Oui;Non;Oui;60,0;Non;0,0;Non;Non;Pas assez;1
H;30;Celibataire;Exerce profession;Employe de bureau;Non;3;0;Non;Non;Oui;120,0;Non;0,0;Non;Oui;Trop;0
H;59;Marie;Chomeur;Cadre;Non;9;2;Non;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;1
F;42;Marie;Autre inactif;Non concerne;Non;3;5;Non;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;32;Marie;Exerce profession;Employe de bureau;Non;5;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;54;Marie;Autre inactif;Ouvrier qualifie;Non;7;1;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;30;Marie;Exerce profession;Cadre;Non;2;0;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Pas assez;0
F;60;Marie;Autre inactif;Non concerne;Non;4;2;Non;Non;Non;68,57;Non;0,0;Non;Non;Comme il faut;1
F;56;Marie;Exerce profession;Autre;Non;7;3;Oui;Oui;Non;240,0;Non;40,0;Non;Non;Trop;1
F;62;Veuf;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;50;Divorce;Exerce profession;Cadre;Non;1;2;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
F;19;Celibataire;Exerce profession;Ouvrier specialise;formation initiale;4;0;Non;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;0
F;67;Marie;Retraite;Cadre;Non;0;0;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;0
H;42;Marie;Exerce profession;Ouvrier qualifie;Non;6;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;43;Marie;Exerce profession;Ouvrier qualifie;Non;3;1;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;71;Marie;Au foyer;Non concerne;Non;1;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;21;Celibataire;Exerce profession;Employe de bureau;Non;0;0;Non;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;0
H;75;Veuf;Au foyer;Non concerne;Non;3;1;Oui;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
H;21;Celibataire;Exerce profession;Ouvrier specialise;Non;4;0;Non;Non;Non;420,0;Non;0,0;Non;Non;Comme il faut;0
F;38;Marie;Exerce profession;Autre;Non;1;3;Oui;Oui;Oui;0,0;Non;120,0;Non;Non;Comme il faut;1
F;71;Celibataire;Retraite;Profession intermediaire;Non;4;0;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
F;37;Marie;Exerce profession;Employe de bureau;Non;0;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;51;Marie;Exerce profession;Ouvrier qualifie;Non;7;3;Non;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;1
H;47;Marie;Exerce profession;Profession intermediaire;Non;2;3;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;20;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Oui;Oui;120,0;Non;0,0;Oui;Oui;Comme il faut;0
F;58;Marie;Exerce profession;Employe de bureau;Non;7;6;Oui;Oui;Non;120,0;Non;25,71;Non;Non;Comme il faut;1
H;81;Marie;Au foyer;Non concerne;Non;6;3;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;50;Veuf;Exerce profession;Employe de bureau;Non;4;4;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;74;Marie;Retraite;Ouvrier specialise;Non;9;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;22;Celibataire;Exerce profession;Profession intermediaire;Non;2;0;Non;Oui;Oui;180,0;Non;0,0;Non;Oui;Pas assez;0
F;35;Marie;Exerce profession;Profession intermediaire;Non;3;3;Non;Oui;Non;120,0;Non;0,0;Non;Oui;Comme il faut;1
H;61;Marie;Retraite;Technicien;Non;2;2;Oui;Oui;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
H;55;Marie;Exerce profession;Cadre;Non;1;1;Non;Non;Oui;68,57;Non;0,0;Non;Non;Comme il faut;1
F;74;Divorce;Retraite;Employe de bureau;Non;6;7;Non;Non;Non;240,0;Non;120,0;Non;Non;Pas assez;1
F;55;Marie;Exerce profession;Non concerne;Non;3;3;Oui;Oui;Non;0,0;Non;0,0;Non;Non;Pas assez;1
F;44;Marie;Exerce profession;Employe de bureau;Non;3;1;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;19;Marie;Autre inactif;Non concerne;Non;1;1;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;60;Marie;Exerce profession;Employe de bureau;Non;6;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Pas assez;1
F;29;Celibataire;Exerce profession;Employe de bureau;Non;3;1;Non;Non;Oui;180,0;Non;0,0;Non;Oui;Trop;1
H;79;Marie;Retraite;Ouvrier qualifie;Non;8;4;Oui;Non;Non;720,0;Non;0,0;Non;Non;Comme il faut;1
F;46;Marie;Autre inactif;Employe de bureau;Non;4;3;Oui;Oui;Oui;17,14;Non;0,0;Non;Non;Pas assez;1
F;20;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Non;240,0;Non;0,0;Non;Non;Pas assez;0
H;19;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Non;Oui;300,0;Non;0,0;Non;Non;Comme il faut;0
F;19;Celibataire;Etudiant;Non concerne;formation initiale;6;0;Non;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;0
H;38;Marie;Exerce profession;Cadre;Non;8;2;Oui;Non;Oui;85,71;Non;0,0;Non;Non;Comme il faut;1
H;27;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
H;54;Marie;Exerce profession;Non concerne;Non;0;1;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;21;Celibataire;Etudiant;Non concerne;formation initiale;4;0;Oui;Oui;Oui;60,0;Non;0,0;Oui;Non;Trop;0
H;59;Celibataire;Chomeur;Ouvrier specialise;Non;2;0;Oui;Non;Non;360,0;Non;0,0;Non;Non;Comme il faut;0
H;32;Marie;Exerce profession;Employe de bureau;Non;3;2;Non;Non;Non;120,0;Non;0,0;Oui;Non;Comme il faut;1
H;32;Celibataire;Chomeur;Cadre;Non;4;0;Non;Non;Non;60,0;Oui;180,0;Non;Oui;Pas assez;0
F;53;Marie;Exerce profession;Ouvrier specialise;Non;3;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;57;Marie;Chomeur;Ouvrier specialise;Non;4;6;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;33;Celibataire;Exerce profession;Cadre;Non;1;0;Non;Non;Non;180,0;Oui;120,0;Non;Non;Comme il faut;0
H;24;Celibataire;Exerce profession;Ouvrier specialise;Non;5;0;Non;Non;Oui;300,0;Non;0,0;Non;Non;Comme il faut;0
F;77;Veuf;Autre inactif;Profession intermediaire;Non;8;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Marie;Autre inactif;Employe de bureau;Non;2;2;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
H;56;Marie;Autre inactif;Profession intermediaire;Non;3;2;Non;Non;Non;120,0;Oui;120,0;Non;Non;Comme il faut;1
F;43;Marie;Chomeur;Employe de bureau;Non;0;3;Oui;Oui;Non;0,0;Non;60,0;Non;Oui;Comme il faut;1
F;45;Marie;Exerce profession;Technicien;Non;3;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Pas assez;1
F;24;Marie;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;0
H;22;Celibataire;Exerce profession;Technicien;Non;3;0;Oui;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;0
F;23;Celibataire;Exerce profession;Cadre;Non;4;0;Non;Oui;Oui;240,0;Non;0,0;Oui;Non;Comme il faut;0
F;83;Veuf;Retraite;Employe de bureau;Non;8;3;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;60;Veuf;Retraite;Employe de bureau;Non;7;4;Oui;Non;Oui;0,0;Non;0,0;Non;Non;Pas assez;1
F;47;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Non;240,0;Non;0,0;Non;Non;Pas assez;1
F;50;Divorce;Chomeur;Employe de bureau;Non;7;1;Non;Non;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
H;42;Celibataire;Chomeur;Cadre;Non;2;1;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;45;Divorce;Exerce profession;Employe de bureau;Non;4;2;Oui;Oui;Non;180,0;Oui;60,0;Non;Non;Comme il faut;1
F;88;Veuf;Autre inactif;Profession intermediaire;Non;3;4;Oui;Non;Non;300,0;Non;60,0;Non;Non;Pas assez;1
F;28;Marie;Exerce profession;Employe de bureau;Non;1;2;Non;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;81;Marie;Retraite;Employe de bureau;Non;2;4;Non;Non;Non;240,0;Non;60,0;Non;Non;Comme il faut;1
F;40;Divorce;Exerce profession;Non concerne;Non;2;1;Non;Oui;Oui;25,71;Non;0,0;Non;Oui;Pas assez;1
H;38;Celibataire;Exerce profession;Non concerne;Non;1;3;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
F;24;Celibataire;Autre inactif;Ouvrier specialise;Non;4;2;Oui;Oui;Oui;180,0;Non;0,0;Non;Oui;Pas assez;1
H;59;Celibataire;Chomeur;Ouvrier qualifie;Non;7;2;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;55;Marie;Exerce profession;Employe de bureau;Non;2;1;Oui;Oui;Non;102,86;Non;0,0;Non;Oui;Comme il faut;1
F;22;Celibataire;Chomeur;Employe de bureau;Non;1;0;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
F;54;Marie;Exerce profession;Ouvrier qualifie;Non;2;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Pas assez;1
H;36;Marie;Exerce profession;Cadre;Non;2;2;Oui;Non;Oui;25,71;Non;0,0;Non;Non;Comme il faut;1
F;31;Celibataire;Exerce profession;Profession intermediaire;Non;0;1;Non;Oui;Non;8,57;Non;0,0;Oui;Oui;Comme il faut;1
F;24;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;44;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Non;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;23;Celibataire;Autre inactif;Ouvrier specialise;Non;2;1;Oui;Non;Non;0,0;Non;0,0;Non;Oui;Pas assez;1
F;39;Celibataire;Exerce profession;Employe de bureau;Non;6;2;Oui;Oui;Oui;0,0;Non;60,0;Non;Non;Comme il faut;1
F;35;Marie;Autre inactif;Employe de bureau;Non;0;3;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;58;Divorce;Exerce profession;Employe de bureau;Non;10;3;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;36;Marie;Exerce profession;Cadre;Non;1;2;Non;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;1
H;49;Marie;Exerce profession;Ouvrier qualifie;Non;4;5;Oui;Oui;Non;34,29;Non;0,0;Non;Non;Comme il faut;1
F;25;Celibataire;Etudiant;Non concerne;Non;0;0;Non;Non;Oui;0,0;Non;120,0;Non;Non;Comme il faut;0
F;49;Marie;Exerce profession;Profession intermediaire;Non;4;2;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;23;Celibataire;Chomeur;Ouvrier specialise;Non;2;0;Non;Non;Oui;180,0;Non;0,0;Non;Oui;Comme il faut;0
F;70;Divorce;Retraite;Employe de bureau;Non;0;2;Non;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;56;Marie;Exerce profession;Ouvrier qualifie;Non;10;2;Oui;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
H;60;Marie;Exerce profession;Non concerne;Non;3;2;Non;Non;Non;128,57;Non;60,0;Non;Non;Comme il faut;1
H;35;Marie;Exerce profession;Ouvrier qualifie;Non;5;2;Oui;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Marie;Autre inactif;Non concerne;Non;11;4;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;78;Marie;Au foyer;Non concerne;Non;3;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;42;Marie;Exerce profession;Employe de bureau;Non;2;2;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;78;Marie;Retraite;Profession intermediaire;Non;3;3;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
H;20;Celibataire;Exerce profession;Non concerne;Non;1;0;Oui;Non;Oui;257,14;Non;0,0;Non;Non;Pas assez;0
F;50;Marie;Exerce profession;Employe de bureau;Non;2;1;Oui;Oui;Oui;51,43;Non;0,0;Non;Non;Pas assez;1
H;32;Divorce;Exerce profession;Technicien;Non;1;1;Non;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;67;Marie;Retraite;Employe de bureau;Non;5;3;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;46;Divorce;Chomeur;Employe de bureau;Non;3;4;Non;Oui;Non;120,0;Non;0,0;Non;Oui;Pas assez;1
F;26;Marie;Autre inactif;Non concerne;Non;7;0;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;0
F;27;Marie;Exerce profession;Employe de bureau;Non;1;2;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;90;Celibataire;Retraite;Employe de bureau;Non;4;0;Non;Non;Non;300,0;Non;0,0;Non;Oui;Pas assez;0
F;54;Marie;Exerce profession;Ouvrier specialise;Non;3;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;50;Divorce;Exerce profession;Employe de bureau;Non;10;3;Non;Oui;Non;240,0;Non;8,57;Non;Non;Comme il faut;1
F;45;Divorce;Exerce profession;Employe de bureau;Non;2;1;Non;Oui;Oui;0,0;Non;0,0;Non;Non;Pas assez;1
H;28;Celibataire;Chomeur;Technicien;Non;1;0;Non;Non;Oui;360,0;Non;0,0;Non;Non;Comme il faut;0
H;42;Divorce;Exerce profession;Ouvrier qualifie;Non;1;1;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;44;Marie;Exerce profession;Employe de bureau;Non;6;2;Non;Oui;Non;25,71;Non;85,71;Non;Non;Pas assez;1
F;56;Marie;Exerce profession;Employe de bureau;Non;4;1;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;51;Marie;Exerce profession;Employe de bureau;Non;6;2;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;47;Marie;Exerce profession;Profession intermediaire;Non;5;3;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;74;Marie;Retraite;Profession intermediaire;Non;1;5;Non;Non;Non;180,0;Non;120,0;Non;Oui;Comme il faut;1
F;63;Marie;Exerce profession;Cadre;Non;3;2;Oui;Oui;Oui;51,43;Non;120,0;Non;Oui;Comme il faut;1
F;55;Divorce;Exerce profession;Cadre;Non;5;0;Non;Non;Oui;0,0;Non;0,0;Non;Oui;Pas assez;0
H;47;Celibataire;Exerce profession;Cadre;Non;3;2;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;37;Marie;Exerce profession;Cadre;Non;2;3;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;43;Divorce;Exerce profession;Employe de bureau;Non;3;1;Non;Non;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;1
H;59;Marie;Exerce profession;Non concerne;Non;6;2;Non;Non;Non;60,0;Oui;25,71;Non;Non;Comme il faut;1
H;65;Marie;Autre inactif;Ouvrier qualifie;Non;1;2;Oui;Non;Non;180,0;Non;60,0;Non;Non;Comme il faut;1
H;28;Marie;Exerce profession;Employe de bureau;Non;1;0;Non;Non;Oui;102,86;Non;0,0;Non;Non;Comme il faut;0
F;92;Veuf;Retraite;Employe de bureau;Non;3;1;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;54;Divorce;Autre inactif;Employe de bureau;Non;10;9;Non;Oui;Non;240,0;Non;0,0;Non;Non;Pas assez;1
H;44;Marie;Exerce profession;Ouvrier qualifie;Non;4;3;Oui;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
H;47;Divorce;Exerce profession;Ouvrier qualifie;Non;7;2;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;35;Marie;Etudiant;Cadre;Non;1;2;Oui;Oui;Non;60,0;Non;0,0;Non;Oui;Comme il faut;1
F;36;Marie;Exerce profession;Employe de bureau;Non;3;2;Non;Non;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
H;72;Veuf;Retraite;Cadre;Non;0;7;Oui;Non;Non;240,0;Non;0,0;Non;Oui;Comme il faut;1
F;54;Marie;Chomeur;Employe de bureau;Non;9;3;Non;Non;Non;240,0;Non;0,0;Non;Non;Pas assez;1
H;64;Marie;Retraite;Employe de bureau;Non;1;0;Oui;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;0
H;48;Marie;Exerce profession;Ouvrier qualifie;Non;1;3;Oui;Non;Non;120,0;Non;25,71;Non;Non;Comme il faut;1
F;58;Marie;Retraite;Employe de bureau;Non;3;1;Oui;Oui;Non;300,0;Non;0,0;Non;Non;Pas assez;1
F;20;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;0
H;81;Celibataire;Retraite;Autre;Non;5;0;Non;Non;Non;60,0;Non;60,0;Non;Non;Comme il faut;0
F;47;Marie;Exerce profession;Employe de bureau;Non;7;3;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;48;Marie;Exerce profession;Profession intermediaire;Non;3;2;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;59;Marie;Chomeur;Ouvrier qualifie;Non;2;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;40;Celibataire;Exerce profession;Non concerne;Non;2;3;Non;Oui;Non;42,86;Non;0,0;Non;Non;Pas assez;1
F;41;Marie;Exerce profession;Cadre;Non;4;2;Oui;Oui;Oui;180,0;Non;60,0;Non;Non;Pas assez;1
F;53;Marie;Exerce profession;Cadre;Non;1;3;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
H;31;Celibataire;Exerce profession;Cadre;Non;1;0;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;0
H;52;Marie;Exerce profession;Cadre;Non;4;3;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;26;Celibataire;Exerce profession;Cadre;Non;2;0;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;0
H;53;Divorce;Exerce profession;Non concerne;Non;1;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;78;Veuf;Retraite;Employe de bureau;Non;7;0;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;0
F;29;Marie;Exerce profession;Ouvrier qualifie;Non;1;1;Non;Non;Oui;180,0;Non;0,0;Non;Oui;Comme il faut;1
H;35;Marie;Exerce profession;Profession intermediaire;Non;0;2;Oui;Non;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
H;35;Marie;Exerce profession;Cadre;Non;11;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;67;Marie;Retraite;Employe de bureau;Non;3;4;Oui;Non;Non;300,0;Non;180,0;Non;Non;Comme il faut;1
H;31;Marie;Exerce profession;Ouvrier specialise;Non;8;0;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
F;47;Marie;Exerce profession;Employe de bureau;Non;4;3;Oui;Non;Oui;180,0;Non;60,0;Non;Oui;Pas assez;1
F;32;Celibataire;Exerce profession;Profession intermediaire;Non;2;0;Non;Non;Non;60,0;Non;25,71;Non;Oui;Comme il faut;0
H;69;Marie;Retraite;Cadre;Non;5;5;Oui;Non;Oui;25,71;Oui;120,0;Non;Non;Comme il faut;1
F;67;Marie;Retraite;Employe de bureau;Non;8;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;59;Marie;Retraite;Employe de bureau;Non;0;3;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;44;Marie;Exerce profession;Employe de bureau;Non;2;3;Oui;Oui;Non;180,0;Non;0,0;Non;Oui;Comme il faut;1
H;22;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;0
F;53;Marie;Chomeur;Ouvrier specialise;Non;8;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;20;Celibataire;Exerce profession;Ouvrier qualifie;Non;1;0;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;0
H;41;Marie;Exerce profession;Technicien;Non;1;2;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
H;56;Marie;Retraite;Cadre;Non;1;4;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;31;Marie;Exerce profession;Employe de bureau;Non;4;2;Oui;Oui;Non;0,0;Non;0,0;Non;Oui;Pas assez;1
H;26;Celibataire;Exerce profession;Non concerne;Non;1;0;Non;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;0
F;39;Marie;Exerce profession;Ouvrier qualifie;Non;5;3;Non;Non;Oui;162,86;Non;0,0;Non;Oui;Pas assez;1
H;26;Celibataire;Exerce profession;Non concerne;Non;2;0;Non;Oui;Oui;120,0;Non;0,0;Oui;Non;Comme il faut;0
H;58;Marie;Retraite;Ouvrier specialise;Non;5;3;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;34;Celibataire;Chomeur;Employe de bureau;Non;3;0;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;0
F;44;Marie;Exerce profession;Employe de bureau;Non;7;2;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;44;Divorce;Exerce profession;Employe de bureau;Non;3;1;Non;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;41;Marie;Exerce profession;Employe de bureau;Non;3;3;Oui;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;39;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Non;Non;180,0;Non;60,0;Non;Oui;Comme il faut;1
H;45;Marie;Exerce profession;Technicien;Non;3;2;Oui;Oui;Oui;60,0;Non;0,0;Oui;Non;Comme il faut;1
H;47;Celibataire;Exerce profession;Ouvrier specialise;Non;2;0;Non;Non;Oui;171,43;Non;0,0;Non;Non;Comme il faut;0
H;45;Divorce;Exerce profession;Technicien;Non;3;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;47;Marie;Exerce profession;Ouvrier qualifie;Non;3;4;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;65;Marie;Retraite;Ouvrier qualifie;Non;3;2;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
H;36;Marie;Chomeur;Ouvrier specialise;Non;15;0;Oui;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;0
H;19;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Oui;Oui;8,57;Non;0,0;Non;Non;Comme il faut;0
H;49;Marie;Exerce profession;Autre;Non;3;2;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;44;Marie;Exerce profession;Non concerne;Non;2;5;Oui;Non;Oui;34,29;Non;0,0;Non;Non;Pas assez;1
H;64;Marie;Retraite;Ouvrier specialise;Non;2;4;Oui;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;50;Marie;Exerce profession;Ouvrier qualifie;Non;6;5;Oui;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;1
H;35;Celibataire;Exerce profession;Ouvrier qualifie;Non;4;2;Non;Oui;Non;300,0;Non;0,0;Non;Non;Trop;1
F;33;Celibataire;Exerce profession;Non concerne;Non;1;0;Non;Non;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;0
H;48;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;29;Marie;Exerce profession;Employe de bureau;Non;2;1;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;26;Marie;Exerce profession;Employe de bureau;Non;1;1;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;32;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;1;Oui;Oui;Oui;205,71;Non;0,0;Non;Non;Comme il faut;1
H;46;Marie;Exerce profession;Autre;Non;0;2;Oui;Non;Non;120,0;Non;60,0;Non;Non;Comme il faut;1
